rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_group,lda_cluster_as_group,embed_pred_as_group,text
608,8394,2,car new bike price sale cars,0.483,0.510,15,don just like know think good,misc.forsale,misc.forsale,rec.motorcycles,sale fly write ticket travel states canada country way round trip ticket restrictions fully travel completed buy june
609,9327,15,don just like know think good,0.483,0.454,13,team game year games play season,rec.sport.hockey,rec.motorcycles,rec.sport.hockey,left blues predicted right place blues yes course game hawks face wake playoffs given day
610,5020,9,edu com mail information send list,0.483,0.500,15,don just like know think good,sci.electronics,comp.sys.mac.hardware,rec.motorcycles,texas corpus pick phone dial phone company read number try work
611,7884,16,people god does believe evidence say,0.483,0.491,15,don just like know think good,alt.atheism,alt.atheism,rec.motorcycles,course planning pull rushdie declaring leaving religion little concerned compared plans rushdie case discussion tragic islamic countries islamic countries contains statements islamic law incorporated kuwait freely make statements fear story conditions clear care make point clear make public statemen
612,836,15,don just like know think good,0.483,0.407,16,people god does believe evidence say,soc.religion.christian,rec.motorcycles,alt.atheism,realize frequently getting trouble opinion thought ideas people intrinsically means reason sinners behave good message christ good great approach albeit different technique claim teaches realize sin peter problem walking water little doubt doesn david ask man god care just little lower angels probab
613,4245,15,don just like know think good,0.483,0.510,9,edu com mail information send list,sci.electronics,rec.motorcycles,comp.sys.mac.hardware,second try posting subject goes texas corpus pick phone dial phone company read number phone believe service department uses make certain correct lines open big boxes don know work try good luck
614,6910,16,people god does believe evidence say,0.483,0.520,15,don just like know think good,talk.politics.guns,alt.atheism,rec.motorcycles,case alive thanks gun twisted logic wrong brain trust huh planet wrong long freedom remains dictionary
615,9494,13,team game year games play season,0.482,0.438,15,don just like know think good,rec.sport.baseball,rec.sport.hockey,rec.motorcycles,mail doesn recognize worst pitcher yanks mean currently team scott sure occasionally guy pitch innings starts insane sure sign losing stuff mind starts yell worst time yanks pitcher gotta new york pitch new york said like alan
616,5023,4,health medical disease use patients food,0.482,0.336,15,don just like know think good,sci.med,sci.med,rec.motorcycles,answer gets forever just hope does don don just best job hope know months gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
617,3454,15,don just like know think good,0.482,0.421,2,car new bike price sale cars,comp.graphics,rec.motorcycles,misc.forsale,folks does copy willing sell love try retail moved bigger better imagine love buy table selling recommend place buy mail order cheap thanks advance mark
618,9629,10,said people went didn came told,0.482,0.473,15,don just like know think good,talk.politics.guns,talk.religion.misc,rec.motorcycles,corrected mistake earlier thread saw brief news report led seen detailed summaries tanks returned late morning didn leave gas introduced earlier morning didn care children didn release children weeks ago
619,4436,7,time use used number point different,0.482,0.534,5,drive card scsi disk dos windows,comp.os.ms-windows.misc,rec.autos,comp.sys.ibm.pc.hardware,used help comparison products devoted user tell set weekly monthly quarterly yearly transactions use feature ctrl record transactions define transaction group uses transactions specify frequency used monthly automatically make transactions recall group individual transactions entered additionally us
620,2328,4,health medical disease use patients food,0.482,0.504,15,don just like know think good,sci.med,sci.med,rec.motorcycles,just little anger normally don rip people lips candida man jon charter member infj club
621,7814,17,power use water ground wire used,0.482,0.600,2,car new bike price sale cars,sci.space,sci.electronics,misc.forsale,fold line look pictures carriers loads deck wings
622,7169,2,car new bike price sale cars,0.482,0.471,5,drive card scsi disk dos windows,comp.sys.ibm.pc.hardware,misc.forsale,comp.sys.ibm.pc.hardware,looking monitor larger card guess mono later becuase lower price email brand model condition asking price
623,5095,7,time use used number point different,0.481,0.436,4,health medical disease use patients food,sci.med,rec.autos,sci.med,fact mentions similar study search life events recent version problem anecdotal reports individuals lost weight kept don know caused weight gain place critical weight temporary drug effect life event appear successful weight loss really result temporary condition caused weight gain
624,140,15,don just like know think good,0.481,0.494,0,israel turkish armenian jews war israeli,talk.politics.mideast,rec.motorcycles,talk.politics.mideast,arab land owners doing responsible make provisions just leaving fate point land sold legally prices actual value legal good business left palestinians worked land poor situation don know share opinion sure agree don way caught circumstances control didn land didn say course sake greater arab unity a
