text,stars
"New Mexico Chile soup, salad and beer bread - yum! German sausage plate - yes! Chocolate paired with beer ( you can't leave without tasting the tri -pepper pairing), what's not to like? Pub food does not have to be greasy frat food. Thank you, Great Dane, for a fabulous lunch!",5
I'm not sure I get the appeal of this place. It's like Main Street in Disneyland only it has a Pottery Barn.\n\nPeople seem to like to bring their dogs here and it seems to be a community gathering place for Green Valley. But I'd rather hang out somewhere a little more urban.,3
Who the heck even wants to climb this disgusting-looking mountain? It puts the beautiful Arizona nature and scenery to shame.,1
"This Tap Haus has 60 taps, almost entirely craft beers (several faux crafts like Blue Moon). Open room, mixed atmosphere of wealthy cave creek old folks and bikers in Harley black leathers. Service was atrocious. Dirt parking though, meh. Food is American meat focus on steak, chicken, fish plus a lot of fried apps.\n\nUpdate: had to leave bar without being served - after given menu, was ignored by bartender after numerous passes and a raised hand... and it wasn't busy at all.",1
"Incompetent and rude staff in the office. They do not even acknowledge maintenance requests within a reasonable amount of time, let alone perform the repairs. People are breaking rules e.g. parking, noise, satellite dishes, chairs and garbage out on the landing, which makes it unpleasant.",1
"Their donuts might be amazing, but I'll never know. Not only is this place annoying to get to - it's inside of a car wash and there's no parking - it's NEVER open. I've tried twice now because it's so close to my house, but it's been a total waste of time both trips.",1
"Located on the top of the Statosphere, they let you pick the meat, bread and toppings. I got the turkey, not too flavorful, and dry. Put hot gravy over the sandwich and stuffing to moisten the sandwich. Good variety of toppings, added mushrooms, gravy, stuffing over this open faced sandwich. Things are sitting for a bit, so go early this get fresh toppings",3
"Was super impressed with the fish tacos. Same taste and fell as cali. Also the 3 rolled tacos were amazing as well. Service was good, friendly staff and love option of having beer. Didn't like the bar being separated from dinner room. All in all great food, and great healthy choices.",4
"What a bargain this place is, veryyy inexpensive and real indian food. The buffet is really good and the service was very personal, the owner of the restaurant came over several times to our table and gave very good advice on what to get. Everything was fantastic.",4
"Found bleach spots on 2 shirts. Went in 4 times to get it resolved because the manager wasn't there the 1st 3 times. Then she said \""we don't use bleach and we didn't do this\"". Well I sure didn't ruin my shirts for fun, nor do I like to frequently stop by a place repeatedly for giggles. The manager/owner turned her back and walked away. Me= a couple hundred dollars down the drain. Nothing I can do and nothing they are willing to do or admit. DO NOT GO HERE!!!",1
The two star is ONLY because I love hooters food...seriously the b*tchiest waitress I have ever encountered. The place was empty and she didn't even seem like she wanted a table! Will not be back to this location...ever.,2
"My wife found this nice place when she was working nearby.\n\nWe visit and have burgers or fish & chips or sandwiches every couple of months. It's reliably a good meal.\n\nWe usually go on Saturdays after a round of golf or a good hike. Frequently, we'll get their Saturday Special: 1/2 priced burgers with the purchase of a beverage paired with $3.00 San Tan Drafts.\n\nIt earns 5-stars because it's almost always considered as an option when we want to go have good food and a good time.",5
